Model no.	Breast cancer type	Disease area	Disease features	Category	Type	Cells	Source	Cell culture type	Cell culture dimensions	3D type	Ex vivo	Applications	Biological endpoints	Throughput	Potential	Relevance	DOI or link	First author name	Year
1095	BC	BC	Cancer Initiation and Development	In vitro	Cells	Immortalised cells	MCF10A , MCF7	Culture	3D	Spheroids	n/a	Disease mechanism (exp./theor.)	PP2A, ERK, proliferation	Low	Yes	Direct	10.1007/s10549-017-4403-5	Watt, Lauren F.	2017
1096	BC	BC	Immunotherapy	In vitro	Cells	Immortalised cells/Primary cell culture	SKBR3, PBMCs, T-Cells	Co-culture	2D	n/a	n/a	Disease therapy develop.	ERBB2, Apoptosis, CD69, CD25, IFN-γ	Medium	Yes	Direct	10.3390/ijms18091797	Munisvaradass, Rusheni	2017
1097	BC	BC	Tumor Detection and Classification	In vitro	Cells	Immortalised cells	MCF7	Culture	2D	n/a	n/a	Model/method develop.(exp.)	cell attachment to the hydrogel	Low	Yes	Direct	10.1021/acs.bioconjchem.7b00360	Karimi, Fatemeh	2017
1098	BC	BC	Metastasis	In vitro	Cells	Immortalised cells	MDA-MB-231	Culture	2D	n/a	n/a	Disease mechanism (exp./theor.)	MT1-MMP, ERK1/2, MMP2, MMP9, migration, invasion	Low	Yes	Direct	10.1007/s12079-016-0373-3	Cepeda, Mario A.	2017
1099	BC	BC	Microenvironment-Tumor Interactions	In vitro	Cells/Ex vivo	Immortalised cells	T47D, CF-7,MDA-MB-231, human monocyte	Co-culture	3D	Spheroids	Biopsies	Disease mechanism (exp./theor.)	RANTES, CCL5, MCP-1, CCL2,  G-CSF, (IL)-1β and IL-8, MMP10, inflammatory secretion profile 	Low	Yes	Direct	10.3389/fimmu.2017.00205	Adriana Espinoza-Sanchez, Nancy	2017
1100	BC	BC	Microenvironment-Tumor Interactions	In vitro	Cells	Immortalised cells	MDA‐MB‐231	Culture	2.5D	n/a	n/a	Model/method develop.(exp.)	cell proliferation, cell invasion	Low	Yes	Direct	10.1002/adfm.201502778	Fisher, Stephanie A.	2015
1102	BC	BC	Cancer Initiation and Development	In vitro	Ex vivo	n/a	n/a	n/a	n/a	n/a	Biopsies	Model/method qualification	REV3 DNA Polymerase Zeta, OXPHOS, mitochondrial DNA Polymerase γ, mitochondrial DNA damage, migration, invasion	Low	Yes	Supportive	10.1371/journal.pone.0140409	Singh, Bhupendra	2015
1103	BC	BC	Metastasis	In vitro	Cells	Immortalised cells	low‐metastatic breast cancer cells DB‐7	Culture	2D/2.5D	n/a	n/a	Disease mechanism (exp./theor.)	NUMB6, SLUG, E-Cadherin, β‐catenin,  fibronectin, MMP9, migration, invasion, AKT, cytotoxicity, EMT	Low	Yes	Direct	10.1002/jcb.25628	Karaczyn, Aldona A.	2017
1104	BC	BC	Cancer Initiation and Development	In vitro	Cells	Immortalised cells	MCF10A, MDA-MB-231, SKBR3, MCF7, MDA-MB-468	Culture	2D/2.5D	n/a	n/a	Disease mechanism (exp./theor.)	MT1JP, mir243p, proliferation, invasion, cytotoxicity	Medium	Yes	Direct	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6357327/	Zhu, DL	2019
1107	IBC	IBC	Cancer Initiation and Development	In silico	Computational	n/a	n/a	n/a	n/a	n/a	n/a	Model/method develop.(theor.)	NFAT5, RNA profile, WNT/β-catenin signaling	Low	Yes	Supportive	10.1186/s12967-015-0492-2	Remo, Andrea	2015
1108	BC	BC	Cancer Initiation and Development	In vitro	Cells	Immortalised cells	MDA-MB-231 , SUM159	Culture	2D	n/a	n/a	Disease mechanism (exp./theor.)	KT, r GLUT‐1, cytotoxicity, apoptotic	Low	Yes	Supportive	10.1002/mc.22988	Roy, Ruchi	2019
1109	BC	BC	Microenvironment-Tumor Interactions	In vitro	Cells	Primary cell culture	CAFs, MCF-Her2	Co-culture	3D	Organoids	n/a	Disease mechanism (exp./theor.)	CXCL16 and CXCL12, PDGFα, CD44, CD90, CD105, CD166,  CD140β, RNa profiling, protein profiling, migration, cancer cell recruitment rate	Low	Yes	Direct	10.1038/s41523-017-0008-8	Chung, Brile	2017
1111	BC	BC	Pharmacological/Physical Treatment; Patient Stratification	In vitro/In silico	Cells/Algorithms	Immortalised cells	HCC1937, HCC1143, MDA-MB-231, MDA-MB-468	Culture	2D	n/a	n/a	Model/method qualification	cytotoxicity, MCL1, BAX, BCL2, BCL(X)L, BAK, correlation	Low	Yes	Supportive	10.1038/s41419-017-0039-y	Lucantoni, Federico	2018
1113	BC	BC	Cancer Initiation and Development; Pharmacological/Physical Treatment	In vitro	Cells	Primary cell culture	BC	Culture	2.5D	n/a	n/a	Disease mechanism (exp./theor.)	PARP1, correlation	Low	Yes	Direct	10.1016/j.prp.2014.11.004	Zhai, Lili	2015
1114	BC	BC	Metastasis	In vitro	Cells	Immortalised cells	MDA‐MB‐231	Culture	2D	n/a	n/a	Model/method qualification	morphology, viability, podosomes and invadopodia, migration, invasion	Low	Yes	Direct	10.1002/cyto.a.23316	Lam, Van K.	2018
1115	BC	BC	Cancer Initiation and Development	In vitro	Cells	Immortalised cells	MDA-MB-231,HB-2	Culture	2D	n/a	n/a	Drug develop./testing	caveolae-dependent endocytosis pathway	Low	Yes	Direct	10.1039/c6ra14935a	Mauro, N.	2016
1116	BC	BC	Microenvironment-Tumor Interactions	In vitro	Cells	Immortalised cells	T47D, MCF7, MDA-MB-231, 3T3-L1	Co-culture	2D	n/a	n/a	Disease mechanism (exp./theor.)	Adipocyte secreted protein profile, cell protrusion, CAP1, migration	Medium	Yes	Direct	10.3389/fendo.2018.00689	Rosendahl, Ann H.	2018
1119	BC	BC	Pharmacological/Physical Treatment	In vitro	Cells	Immortalised cells	MCF7	Culture	2D	n/a	n/a	Drug develop./testing	cytotoxicity	Low	Yes	Direct	10.1016/j.ejmech.2018.07.063	Carolina Ruberte, Ana	2018
1120	BC	BC	Pharmacological/Physical Treatment	In vitro	Cells	Immortalised cells	SUM159, MCF7	Culture	2D	n/a	n/a	Drug develop./testing	E-selectin, Temperature, tumoritropic particle flow and accumulation	Low	Yes	Supportive	10.1371/journal.pone.0086489	Kirui, Dickson K.	2014
1122	BC	BC	Cancer landscape	In vitro/In silico	Ex vivo/Mathematical	n/a	liquid biopsy	n/a	n/a	n/a	Biopsies	Disease mechanism (exp./theor.)	DNA profile and variant identification	Low	Yes	Direct	10.1038/s41598-017-02388-7	Weerts, Marjolein J. A.	2017
1123	BC	BC	Pharmacological/Physical Treatment	In vitro	Cells	Immortalised cells	MDA‐MB‐231	Culture	2D	n/a	n/a	Drug develop./testing	BRD4, c-MyC, cytotoxicity	Low	Yes	Direct	10.1016/j.ejmech.2018.11.018	Xing, Jing	2019
1124	BC	BC	Pharmacological/Physical Treatment	In vitro	Cells	Primary cell culture	MCF-7, T47D, BC	Culture	2D	n/a	n/a	Drug develop./testing	ESR1, TAM, EGF1R, PIK3R1/PIK3R3	Low	Yes	Direct	10.1007/s10549-016-3829-5	Gelsomino, Luca	2016
1125	BC	BC	Tumor Detection and Classification	In vitro	Cells	Immortalised cells	SUM159 invasive, SUM159 noninvasive, HC1143 , DCIS	Culture	2D	n/a	n/a	Disease mechanism (exp./theor.)	Protein profile, ALDH1A1, ALDH1A3	Low	Yes	Direct	10.2217/nnm.13.152	Panneer, Anjan	2014
1126	BC	BC	Cancer Initiation and Development; Patient Stratification	In vitro	Ex vivo	n/a	BC	n/a	n/a	n/a	Biopsies	Disease mechanism (exp./theor.)	L1CAM, rogen receptor, PR, ER, ERBB2, AR, correlation	Low	Yes	Direct	10.1186/1471-2407-14-958	Doberstein, Kai	2014
1127	BC	BC	Pharmacological/Physical Treatment	In vitro	Cells	Immortalised cells	MCF7,SUM159, MDA-MB-231	Culture	2D	n/a	n/a	Drug develop./testing	Mitochondrial Dynamics, cytotoxicity, apoptosis	Low	Yes	Direct	10.1016/j.mito.2019.01.003	Sehrawat, Anuradha	2019
1130	BC	BC	Pharmacological/Physical Treatment	In vitro	Cells	Immortalised cells	MCF7, SUM159	Culture	2D	n/a	n/a	Drug develop./testing	cytotoxicity, ALDH1, cell proliferation	Medium	Yes	Direct	10.3390/molecules21040514	Shi, Ye-Hui	2016
1131	BC	BC	Microenvironment-Tumor Interactions	In vitro	Cells	Immortalised cells	MCF7 , MDA-MB-231	Culture	2D	n/a	n/a	Disease mechanism (exp./theor.)	BDNF, TrKB signaling, migration, COX2, MMP2, MMP9,  MMP13, VEGFA, BEGFR2, eNOS 	Low	Yes	Direct	10.1016/j.bioce1.2017.12.013	Visweswaran, M	2018
1132	BC	BC	Pharmacological/Physical Treatment	In vitro	Cells	Immortalised cells/Stem-cell like	MCF7, SUM159PT	Culture	2D	n/a	n/a	Drug develop./testing	 radiosensitive αTC, βTC, αCSC, βCSC	Low	Yes	Direct	10.1016/j.radonc.2017.08.019	Qi, Xiangrong Sharon	2017
1133	BC	BC	Cancer Initiation and Development	In vitro	Cells	Immortalised cells	MCF7, MDA-MB-361, T47D	Culture	2D	n/a	n/a	Disease mechanism (exp./theor.)	GM130, migration, invasion, polarity, golgi morphology, viability, correlation	Low	Yes	Direct	10.1080/15384101.2015.1007771	Baschieri, Francesco	2015
1134	BC	BC	Microenvironment-Tumor Interactions	In vitro	Cells	Immortalised cells	MDA-MB-231	Culture	2D	n/a	n/a	Disease mechanism (exp./theor.)	Photochemotherapeutic effects of UV-C, ROS	Low	Yes	Direct	10.1371/journal.pone.0178173	Tsai, Yi-Fang	2017
1135	BC	BC	Pharmacological/Physical Treatment	In vitro	Cells	Immortalised cells	MCF7	Culture	2D	n/a	n/a	Drug develop./testing	cytotoxicity, fluorescence of AO,	Low	Yes	Direct	10.1039/c4ra01647e	Pitchaimani, Arunkumar	2014
1136	BC	BC	Pharmacological/Physical Treatment	In vitro	Cells	Immortalised cells	MCF7	Culture	2D	n/a	n/a	Drug develop./testing	cytotoxicity, morphology, LC3BI, LC3BII, autophagy	Medium	Yes	Direct	10.1186/1472-6882-14-175	Silva, Dulcelena Ferreira	2014
1139	BC	BC	Pharmacological/Physical Treatment	In vitro	Cells	Immortalised cells	MDA-MB-231 , SUM159PT	Culture	2D	n/a	n/a	Disease mechanism (exp./theor.); Drug develop./testing	BM1I, DNA Damage, autophagy	Low	Yes	Direct	10.3892/or.2017.5478	Griffith, James	2017
1140	BC	BC	Tumor Detection and Classification	In vitro	Cells	Immortalised cells	MCF7	Culture	2D	n/a	n/a	Model/method develop.(exp.)	CA 15-3, immunosensor displayed sensitivity and specificity	Low	Yes	Direct	10.1016/j.ijbiomac.2018.03.183	Hasanzadeh, Mohammad	2018
1142	BC	BC	Pharmacological/Physical Treatment	In vitro	Cells	Immortalised cells	MCF7, MDA-MB-468 , T-47D	Culture	2D	n/a	n/a	Drug develop./testing	cytotoxicity, proliferation	Low	Yes	Direct	10.1016/j.bmcl.2018.11.021	Kaur, Manpreet	2019
1145	BC	BC	Cancer Initiation and Development	In vitro/In silico	Cells/Computational	Immortalised cells/Primary cell culture	MCF7, MDA-MB-436, BC	Culture	2D	n/a	n/a	Disease mechanism (exp./theor.)	mir-155, thiamine levels, metabolomic profile, SLC19A2, SLC25A19,  TPK1 	Low	Yes	Supportive	10.1016/j.canlet.2014.11.058	Kim, Sinae	2015
1146	BC	BC	Pharmacological/Physical Treatment	In vitro	Cells	Immortalised cells/Stem-cell like	SUM159 , MCF7	Culture	2D	n/a	n/a	Disease mechanism (exp./theor.); Drug develop./testing	cytotoxicity, Sonic Hedgehog and Wnt/β-catenin pathways,CD44, ALDH1A1, Nanog,  Oct4, proliferation, apoptosis	Low	Yes	Direct	10.1097/CAD.0000000000000584	Li, Xiaoting	2018
1148	BC	BC	Cancer Initiation and Development	In vitro	Cells	Immortalised cells	MDA-MB-231	Culture	2D	n/a	n/a	Drug develop./testing	drug cellular uptake, cytotoxicity	Medium	Yes	Direct	10.1073/pnas.1517402113	Pribisko, Melanie	2016
1149	BC	BC	Cancer landscape	In vitro	Cells/Ex vivo	Immortalised cells	DU4475, SW527, HCC1806, MDA-MB-436, MCF10A, HCC38, HCC1143, HCC1937, BT20, MDA-MB-468, BT549, HS578T, MDA-MB-231, MDA-MB-157, BC	Culture	2D	n/a	Biopsies	Disease mechanism (exp./theor.)	Proteomic landscape	Low	Yes	Direct	10.1016/j.celrep.2015.03.050	Lawrence, Robert T.	2015
1151	BC	BC	Metastasis; Angiogenesis	In vitro	Ex vivo	n/a	BC	n/a	n/a	n/a	Biopsies	Disease mechanism (exp./theor.)	vessel formation, PSMA 	Low	Yes	Direct	10.1007/s10585-018-9878-x	Kasoha, Mariz	2017
1154	BC	BC	Cancer Initiation and Development; Pharmacological/Physical Treatment	In vitro	Cells	Immortalised cells	MDA-MB-231	Culture	2D	n/a	n/a	Drug develop./testing	STAT1, Indoleamine 2,3-Dioxygenase, T lymphocytes activity, PDL1, HLA,B, C, cytotoxicity, IFN-γ	Low	Yes	Direct	10.1371/journal.pone.0099211	Hanafi, Laila-Aicha	2014
1155	BC	BC	Tumor Detection and Classification	In vitro	Cells	Immortalised cells	MCF7	Culture	2D	n/a	n/a	Diagnosis of disease	microRNA (miRNA)-141 and miRNA-21 expression levels	Low	Yes	Direct	10.1021/ac503860d	Wang, Shuo	2014
1156	BC	BC	Pharmacological/Physical Treatment	In vitro	Cells	Immortalised cells	MCF7, SKBR3, T47D, MDA-MB-361, BT474	Culture	2D	n/a	n/a	Drug develop./testing	cytotoxicity, RNA profile, ROS	Low	Yes	Direct	10.1089/ars.2014.6189	Chiaradonna, Ferdinando	2015
1158	BC	BC	Cancer Initiation and Development	In vitro	Cells	Immortalised cells	MCF10A, 226L, MCF7, T47D, SKBR3,	Culture	3D	Spheroids	n/a	Disease mechanism (exp./theor.)	CD44, CD24, CXCR4, anoikis, colony formation, SDF1	Low	Yes	Supportive	10.18632/oncotarget.1169	Ablett, Matthew P.	2014
1159	BC	BC	Drug Discovery and/or Testing	In vitro	Cells	Immortalised cells	TNBC	Culture	2.5D	n/a	n/a	Drug develop./testing	cytotoxicity (as a selective screen application)	Low	Yes	Direct	10.1021/acscombsci.8b00026	Chen, Luxi	2018
1162	BC	BC	Metastasis	In vitro	Cells	Immortalised cells	MDA-MB-231, HS578T	Culture	2D	n/a	n/a	Disease mechanism (exp./theor.)	TAK1, p38, IL1α or IL1β	Low	Yes	Supportive	10.1038/s41467-018-04460-w	Iriondo, Oihana	2018
1163	BC	BC	Microenvironment-Tumor Interactions	In vitro	Cells	Immortalised cells	MCF7, MDA-MB-231, HTB-26, 47-D (HTB-113, ATCC), MDA-MB-436 (HTB-130, ATCC), MDA-MB-134 (HTB-23, ATCC), MDA-MB-175 (HTB-25, ATCC), MDA-MB-330 (HTB-127, ATCC), MDA-MB-361 (HTB-27, ATCC), MDA-MB-468 (HTB-132, ATCC), BT483 (HTB-121, ATCC), BT474 (HTB-20, ATCC), BT20 (HTB-19, ATCC), BT549 (HTB-122, ATCC), HCC38 (CRL-2314, ATCC), HCC70 (CRL-2315, ATCC), HCC1143 (CRL-2321, ATCC), HCC1187 (CRL-2322, ATCC), HCC1500 (CRL-2329, ATCC), HCC1954 (CRL-2338, ATCC), MCF10A, MCF12A	Culture	2D	n/a	n/a	Disease mechanism (exp./theor.)	adipocyte triacylglycerol	Low	Yes	Direct	10.1186/s40170-016-0163-7	Balaban, Seher	2017
1165	BC	BC	Pharmacological/Physical Treatment	In vitro	Cells	Immortalised cells	MCF7	Culture	2.5D	n/a	n/a	Drug develop./testing	cytotoxicity, apoptosis, BCL-2, BAX	Low	Yes	Supportive	10.1155/2017/3656193	Wu, Huimin	2017
1167	BC	BC	Microenvironment-Tumor Interactions	In vitro	Cells	Immortalised cells	MDA-MB-231, MCF7	Culture	3D	Spheroids	n/a	Model/method develop.(exp.)	morphology, cell movements, f-actin, MCT1, MCT4, MMP2	Low	Yes	Direct	10.1186/s12935-014-0108-6	Ivers, Laura P.	2014
1168	BC	BC	Metastasis	In vitro	Cells	Immortalised cells	MCF10A, MCF7	Culture	2.5D/3D	Spheroids	n/a	Disease mechanism (exp./theor.)	TRIM29, TWIST-1, N-cadherin,  vimentin, E-cadherin, EpCAM, invasion, EMT	Low	Yes	Direct	10.1158/0008-5472.CAN-13-3579	Ai, Lingbao	2014
1169	BC	BC	Cancer Initiation and Development	In vitro	Cells	Immortalised cells	MCF10A	Culture	2.5D/3D	Spheroids	n/a	Disease mechanism (exp./theor.)	TAZ, IRS1, proliferation	Low	Yes	Direct	10.1016/j.cellsig.2018.08.012	van Rensburg, Helena J. Janse	2018
1170	BC	BC	Cancer Initiation and Development	In vitro	Cells	Immortalised cells	MCF7, MDA-MB-231, DT22, DT28, MCF10A	Culture	2D/2.5D/3D	Spheroids	n/a	Disease mechanism (exp./theor.)	secretome profile, morphology, correlation	Low	Yes	Supportive	10.1371/journal.pone.0158296	Ziegler, Yvonne S.	2016
1172	BC	BC	Pharmacological/Physical Treatment	In vitro	Ex vivo	n/a	BC	n/a	n/a	n/a	Biopsies	Drug develop./testing	cytotoxicity	Low	Yes	Supportive	10.18632/oncotarget.11345	Zhang, Yingchao	2016
1174	BC	BC	Cancer Initiation and Development	In vitro	Ex vivo	n/a	BC	n/a	n/a	n/a	Biopsies	Disease mechanism (exp./theor.)	genome-wide RNA profile	Low	Yes	Direct	10.1007/s10549-015-3333-3	Salhia, Bodour	2015
1175	BC	BC	Metastasis	In vitro	Ex vivo	n/a	BC	n/a	n/a	n/a	Biopsies	Disease mechanism (exp./theor.)	genome-wide protein profile, invasion, ALDH2 and GDIR2 	Low	Yes	Direct	http://cgp.iiarjournals.org/content/12/2/89.short	Milioli, HH	2015
1176	BC	BC	Cancer Initiation and Development	In vitro	Cells	Immortalised cells	MDA-MB-231, SUM159PT	Culture	2D/2.5D	n/a	n/a	Disease mechanism (exp./theor.)	Cyr62, Src, P27, Cyclin D1, migration, invasion	Low	Yes	Supportive	10.18632/oncotarget.3760	Sanchez-Bailon, Maria Pilar	2015
1177	BC	BC	Metastasis; Patient Stratification	In vitro	Cells	Immortalised cells	MDA-MB-231 , MCF7, MDA-MB-231BrM-2a, CN34 , CN34-BrM2c	Culture	2D	n/a	n/a	Disease mechanism (exp./theor.)	mir509, RhoC and TNF-α, MMP9, correlation	Medium	Yes	Supportive	10.1038/onc.2014.412	Xing, F.	2015
1178	BC	BC	Metastasis	In vitro	Cells	Immortalised cells	MCF7, MDA-MB-468 , MDA-MB-435s	Culture	2.5D	n/a	n/a	Disease mechanism (exp./theor.)	SCN4B, migration, correlation, invasion, RhoA, morphology	Low	Yes	Supportive	10.1038/ncomms13648	Bon, Emeline	2016
1179	BC	BC	Cancer Initiation and Development	In vitro	Cells	Primary cell culture	BC	Culture	2D	n/a	n/a	Disease mechanism (exp./theor.); Drug develop./testing	Advanced glycation end products (AGEs), MMP9, ERK, NF-κB, invasion, migration	Medium	Yes	Direct	10.1016/j.bbrc.2017.11.182	Lee, Kyung Jin	2018
1182	BC	BC	Tumor Detection and Classification; Patient Stratification	In vitro	Ex vivo	n/a	n/a	n/a	n/a	n/a	Biopsies	Disease mechanism (exp./theor.)	BRCA1, BRCA2	Low	Yes	Direct	10.1158/1078-0432.CCR-17-0544	Weigelt, Britta	2017
1183	BC	BC	Pharmacological/Physical Treatment	In vitro	Cells	Immortalised cells	MCF7	Culture	2D	n/a	n/a	Drug develop./testing	cytotoxicity	Low	Yes	Supportive	10.1016/j.ejmech.2014.06.076	Romano, Beatriz	2014
1184	BC	BC	Pharmacological/Physical Treatment	In vitro	Cells	Immortalised cells	MCF7	Culture	2D	n/a	n/a	Drug develop./testing	cytotoxicity	Low	Yes	Supportive	10.1016/j.bmc.2015.02.048	Romano, Beatriz	2015
1187	BC	BC	Cancer Initiation and Development	In vitro	Cells	Immortalised cells	MCF10A, MCF7, MDA-MB-231, SK-BR-3,	Culture	2D	n/a	n/a	Disease mechanism (exp./theor.)	EphA7	Low	Yes	Supportive	http://www.ijcep.com/files/ijcep0024622.pdf	Liu, Z	2016
1189	BC	BC	Pharmacological/Physical Treatment	In vitro	Cells	Immortalised cells	MCF-7	Culture	2.5D	n/a	n/a	Drug develop./testing	cytotoxicity, IL-8, IL-6, IL-19, VEGF, MMP-2, MMP-9, CD44	Low	Yes	Direct	10.1002/jcp.25587	Quagliariello, Vincenzo	2017
1191	BC	BC	Cancer Initiation and Development	In vitro	Ex vivo	n/a	BC	n/a	n/a	n/a	Biopsies	Disease mechanism (exp./theor.)	Protein profile, EGFR1/3, ESR1, AKT1, ATF, Fos,  SRC, aurora kinases, p53, RAD52, BRCA1, MAPKAPK-2, ATF-1, ICAM1,  NF-kappaB, correlation	Low	Yes	Direct	10.1159/000438533	Gutierrez, Christina Marie	2015
1193	BC	BC	Pharmacological/Physical Treatment	In silico	Simulation	n/a	n/a	n/a	n/a	n/a	n/a	Model/method develop.(theor.)	specific absorption rate (SAR) 	Low	Yes	Direct	http://www.journals-jd.upm.edu.my/Pertanika%20PAPERS/JST%20Vol.%2025%20(S)%20Jan.%202017/25-JTS(S)-0101-2016-4thProof.pdf	Lias, K	2017
1194	BC	BC	Metastasis	In vitro	Ex vivo	n/a	n/a	n/a	n/a	n/a	Biopsies	Disease mechanism (exp./theor.)	EMSY, morphology	Low	Yes	Direct	10.7314/APJCP.2014.15.4.1783	Madjd, Zahra	2014
1198	BC	BC	Pharmacological/Physical Treatment	In vitro	Cells	Immortalised cells	MCF7, T47D, SUM159PT	Culture	2D	n/a	n/a	Drug develop./testing	SNCG, P53, P21	Low	Yes	Direct	10.18632/oncotarget.25415	Tian, Lu	2018
1199	BC	BC	Cancer Initiation and Development	In vitro	Cells	Immortalised cells	MCF7, T-47D , ZR75.1,	Culture	2D	n/a	n/a	Disease mechanism (exp./theor.)	phosphoprotein profile, DLC1, correlation, cell-cycle, apoptosis, colony formation, invasion, correlation	Low	Yes	Supportive	10.1371/journal.pone.0204658	Gokmen-Polar, Yesim	2018
1206	BC	BC	Cancer Initiation and Development	In vitro	Ex vivo	n/a	BC	n/a	n/a	n/a	Organ slice	Disease mechanism (exp./theor.)	miR-222, miR-29a, miR-34a, miR-130a, miR-90b, miR-200b, miR-452, miR-197, miR-138, miR-210, miR-423, miR-4298, miR-4644, miR-139, miR-1246, miR-1268a, miR-140, miR-149, miR-3178, miR-3613, miR-4258, miR-574, miR-671, miR-6780b, miR-7107, miR-744, miR-7847, correlation	Low	Yes	Direct	10.1016/j.gene.2016.10.015	Chen, Xiu	2016
1208	BC	BC	Cancer Initiation and Development	In vitro	Cells	Immortalised cells	MDA-MB-231, MCF7	Culture	2D	n/a	n/a	Disease mechanism (exp./theor.)	ROS, NOS, DNA damage, iNOs, cytotoxicity, Src	Low	Yes	Supportive	10.1186/s13058-017-0823-8	Flaherty, Renee L.	2017
1209	BC	BC	Pharmacological/Physical Treatment	In vitro	Cells	Immortalised cells	MCF7	Culture	2.5D	n/a	n/a	Disease mechanism (exp./theor.)	CEACAM1, Calmodulin Kinase IID, lumen formation, apoptosis	Low	Yes	Direct	10.1074/jbc.M113.496992	Tung Nguyen	2014
1210	BC	BC	Cancer Initiation and Development	In vitro	Cells	Immortalised cells	MDA-MB-231 , MCF7	Culture	2D	n/a	n/a	Disease mechanism (exp./theor.)	P53, PRIMA-1 (lysate)	Medium	Yes	Direct	10.1074/jbc.RA118.004671	Rangel, Luciana P.	2019
1211	BC	BC	Pharmacological/Physical Treatment	In vitro	Cells	Immortalised cells	MDA-MB-231	Culture	2D	n/a	n/a	Disease mechanism (exp./theor.)	IF4E, migration, invasion	Low	Yes	Supportive	10.1158/0008-5472.CAN-14-1996	Pettersson, Filippa	2015
1212	BC	BC	Tumor Detection and Classification	In vitro	Cell free	n/a	liquid biopsy	n/a	n/a	n/a	Biopsies	Disease mechanism (exp./theor.)	ALU and LINE1 repetitive DNA elements cell-free DNA (cfDNA) / cfDNA integrity (cfDI)	Low	Yes	Direct	10.1007/s10549-014-2946-2	Madhavan, Dharanija	2014
1214	BC	BC	Cancer Initiation and Development; Metastasis	In vitro	Cells	Immortalised cells	MDA-MB-231, Hs578T , BT549, MCF7, CAMA-1, T-47D, ZR-75-1, SKBR3 , BT474	Culture	2D	n/a	n/a	Disease mechanism (exp./theor.)	IRX2, chemokines RNA profile, migration	Low	Yes	Direct	10.1186/s12885-015-1907-4	Werner, Stefan	2015
1215	BC	BC	Tumor Detection and Classification	In vitro	Cells	Immortalised cells	MCF‐7 , MDA‐MB‐436	Culture	2D	n/a	n/a	Model/method develop.(exp.)	 PR, ERα	Low	Yes	Direct	10.1002/elan.201501090	Eletxigerra, U.	2016
1216	BC	BC	Circulating Cancer Cells/DNA Identification and Profiling	In vitro	Ex vivo	n/a	n/a	n/a	n/a	n/a	Liquid biopsies	Disease mechanism (exp./theor.)	genome-wide DNA profile	Low	Yes	Direct	10.5858/arpa.2016-0483-OA	Rodriguez-Lee, Mariam	2018
1217	BC	BC	Circulating Cancer Cells/DNA Identification and Profiling	In vitro	Cell free	n/a	liquid biopsy	n/a	n/a	n/a	Biopsies	Disease mechanism (exp./theor.)	 PR/ERα	Low	Yes	Direct	10.1186/s12943-018-0808-y	Takeshita, Takashi	2018
1222	BC	BC	Cancer Initiation and Development	In vitro	Cells	Immortalised cells/Primary cell culture	HCC1954 , HCC2218, HCC1428, HCC1937, HCC1143, HCC1187, HCC1599, HCC1395, patient-derived lymphoblastoid	Culture	2D	n/a	n/a	Disease mechanism (exp./theor.); Drug develop./testing	cytotoxicity, correlation	Medium	Yes	Direct	10.18632/oncotarget.9521	Morrison, Gladys	2016
